witness_ID;text_ID
Kiel, Universitätsbibl., Cod. ms. KB 48m;Berthold von Holle: Demantin
Wien, Österr. Nationalbibl., Cod. Ser. nova 2663;Biterolf und Dietleib (Biterolf)
Bern, Burgerbibl., Mss. h.h. VII.81;Cleomades
München, Staatsbibl., Cgm 429;Daniel (Stricker)
Frankfurt a. M., Universitätsbibl., Ms. germ. qu. 111;Daniel (Stricker)
Kopenhagen, Königl. Bibl., Cod. Thott. 423,2°;Daniel (Stricker)
Krakau, Bibl. Jagiellońska, Berol. mgq 1340;Daniel (Stricker)
Dresden, Landesbibl., Mscr. M 56;Daniel (Stricker)
Krakau, Bibl. Jagiellońska, Berol. mgq 1869;Der Große Alexander
Bad Berleburg, Sayn-Wittgensteinsche Schloßbibl., Ms. RT 2/1 (früher T 437);Der jüngere Titurel (Albrecht)
Berlin, Staatsbibl., mgf 757, Bl. 23;Der jüngere Titurel (Albrecht)
"Berlin, Staatsbibl., mgf 744; Riga, Akademische Bibl. der Universität Lettlands, Mscr. 398; Riga, Nationalbibl., RX A 221 S, Nr. 3 [1]";Der jüngere Titurel (Albrecht)
Karlsruhe, Landesbibl., Cod. St. Peter perg. 29;Der jüngere Titurel (Albrecht)
Berlin, Staatsbibl., mgf 470;Der jüngere Titurel (Albrecht)
Heidelberg, Universitätsbibl., Heid. Hs. 1332;Der jüngere Titurel (Albrecht)
Heidelberg, Universitätsbibl., Cpg 729;Der jüngere Titurel (Albrecht)
Heidelberg, Universitätsbibl., Cpg 383;Der jüngere Titurel (Albrecht)
Heidelberg, Universitätsbibl., Cpg 141;Der jüngere Titurel (Albrecht)
Hannover, Landesbibl., Ms. IV 489;Der jüngere Titurel (Albrecht)
Hannover, Landesbibl., Ms. IV 486;Der jüngere Titurel (Albrecht)
Hannover, Kestner-Museum, Inv. Nr. 3982;Der jüngere Titurel (Albrecht)
Graz, Landesarchiv, Fragm. Germ. 6/2;Der jüngere Titurel (Albrecht)
"Kassel, Universitätsbibl. / LMB, 2° Ms. philol. 28[2; Kassel, Universitätsbibl. / LMB, 2° Ms. poet. et roman. 30[5";Der jüngere Titurel (Albrecht)
Berlin, Staatsbibl., mgf 475;Der jüngere Titurel (Albrecht)
Klagenfurt, Landesarchiv, Cod. GV 21/4;Der jüngere Titurel (Albrecht)
"Kopenhagen, Arnamagnæanske Institut, Cod. AM 79.8° IIγ; Kopenhagen, Königl. Bibl., Cod. Add. 24,2°";Der jüngere Titurel (Albrecht)
München, Staatsbibl., Cgm 194/VI;Der jüngere Titurel (Albrecht)
München, Staatsbibl., Cgm 5249/8a;Der jüngere Titurel (Albrecht)
München, Staatsbibl., Cgm 5249/8b;Der jüngere Titurel (Albrecht)
München, Staatsbibl., Cgm 5249/8c;Der jüngere Titurel (Albrecht)
München, Staatsbibl., Cgm 8470;Der jüngere Titurel (Albrecht)
"München, Universitätsbibl., 2° Cod. ms. 754 (Cim. 80a); Regensburg, Staatl. Bibl., Patr.454, Einbandmakulatur";Der jüngere Titurel (Albrecht)
"Neuenstein, Hohenlohe-Zentralarchiv, Hd. V 1; Neuenstein, Hohenlohe-Zentralarchiv, Hd. V 2";Der jüngere Titurel (Albrecht)
Osnabrück, Staatsarchiv, Rep. 2 Nr. 20 III;Der jüngere Titurel (Albrecht)
"Regensburg, Staatl. Bibl., 4Hist.lit.152, Einbandmakulatur; Regensburg, Staatl. Bibl., 2Script.1150, Einbandmakulatur";Der jüngere Titurel (Albrecht)
Schwerin, Archiv, ohne Sign.;Der jüngere Titurel (Albrecht)
"Seitenstetten, Stiftsbibl., Fragmentenschachtel, ohne Sign. (4); Seitenstetten, Stiftsbibl., Fragmentenschachtel, ohne Sign. (5)";Der jüngere Titurel (Albrecht)
Solothurn, Zentralbibl., Fragm. in Rar 1453;Der jüngere Titurel (Albrecht)
"Straßburg, National- und Universitätsbibl., ms. 2236 (früher L germ. 277.2°); Stuttgart, Hauptstaatsarchiv, Bestand J 522 A 708";Der jüngere Titurel (Albrecht)
"Tübingen, Universitätsbibl., Cod. Md 20; Tübingen, Wilhelmsstift, Fragm. aus KH 1840";Der jüngere Titurel (Albrecht)
Wien, Österr. Nationalbibl., Cod. 2675;Der jüngere Titurel (Albrecht)
Wien, Österr. Nationalbibl., Cod. 3041;Der jüngere Titurel (Albrecht)
Wien, Österr. Nationalbibl., Cod. 13711*;Der jüngere Titurel (Albrecht)
Wien, Österr. Nationalbibl., Cod. 14052;Der jüngere Titurel (Albrecht)
Wien, Österr. Nationalbibl., Cod. Ser. nova 3028;Der jüngere Titurel (Albrecht)
Wolfenbüttel, Herzog August Bibl., Cod. 404.9 (7) Novi;Der jüngere Titurel (Albrecht)
Privatbesitz Amberg;Der jüngere Titurel (Albrecht)
Privatsammlung Eis, Heidelberg, Hs. 66;Der jüngere Titurel (Albrecht)
München, Archiv der Deutschen Provinz der Jesuiten, Abt. 0 [AMSI], Nr. XXVIII,2 (2);Der jüngere Titurel (Albrecht)
London, British Libr., MS Add. 30984;Der jüngere Titurel (Albrecht)
"Leipzig, Universitätsbibl., Rep. II. 21a; Leipzig, Universitätsbibl., Rep. II. 21aα";Der jüngere Titurel (Albrecht)
Krakau, Bibl. Jagiellońska, Cod. 1650, Vorsatzblatt;Der jüngere Titurel (Albrecht)
Kopenhagen, Arnamagnæanske Institut, Cod. AM 79.8° IIδ;Der jüngere Titurel (Albrecht)
München, Staatsbibl., Cgm 194/V;Der jüngere Titurel (Albrecht)
"Graz, Landesarchiv, Fragm. Germ. 5; Klagenfurt, Landesarchiv, Cod. GV 6/27, Einband";Der jüngere Titurel (Albrecht)
Graz, Landesarchiv, Fragm. Germ. 6/1;Der jüngere Titurel (Albrecht)
Freiburg i. Br., Universitätsbibl., Hs. 1500,27 (olim Ms. Leuchte XXVII);Der jüngere Titurel (Albrecht)
Berlin, Staatsbibl., mgf 757, Bl. 30;Der jüngere Titurel (Albrecht)
"Berlin, Staatsbibl., mgf 923 Nr. 27; Berlin, Staatsbibl., mgf 923 Nr. 27c";Der jüngere Titurel (Albrecht)
Berlin, Staatsbibl., mgf 923 Nr. 27a;Der jüngere Titurel (Albrecht)
Berlin, Staatsbibl., mgf 923 Nr. 27b;Der jüngere Titurel (Albrecht)
"Berlin, Staatsbibl., mgf 1064, Vor- und Nachsatzblatt; Sarnen, Bibl. des Benediktinerkollegiums, Fragm. I. 8; Straßburg, National- und Universitätsbibl., ms. 2213 (früher L germ. 254.2°)";Der jüngere Titurel (Albrecht)
Bludenz (Vorarlberg), Schloßarchiv, ohne Sign.;Der jüngere Titurel (Albrecht)
Budapest, Bibl. der Ungar. Akademie der Wissenschaften, Fragm. K. 553;Der jüngere Titurel (Albrecht)
Darmstadt, Universitäts- und Landesbibl., Hs. 3160;Der jüngere Titurel (Albrecht)
Düsseldorf, Universitäts- und Landesbibl., Ms. fragm. K 2: F 25;Der jüngere Titurel (Albrecht)
"Freiburg i. Br., Universitätsbibl., Hs. 515; Trient, Stadtbibl., Ink. 430, hinterer Spiegel";Der jüngere Titurel (Albrecht)
Goslar, Stadtarchiv, B 4450;Der jüngere Titurel (Albrecht)
München, Staatsbibl., Cgm 7;Der jüngere Titurel (Albrecht)
Wien, Österr. Nationalbibl., Cod. Ser. nova 2663;Der Mantel
Wolfenbüttel, Herzog August Bibl., Cod. 18.12 Aug. 4°;Der Wunderer
München, Staatsbibl., Cgm 5919;Der Wunderer
Dresden, Landesbibl., Mscr. M 201;Der Wunderer
München, Staatsbibl., Cgm 5249/29b;Die gute Frau
Wien, Österr. Nationalbibl., Cod. 2795;Die gute Frau
Augsburg, Staats- und Stadtbibl., 2° Cod. 170;Die Königin vom Brennenden See
Basel, Universitätsbibl., Cod. N I 1, 67;Dietrich und Wenezlan
"Wien, Österr. Nationalbibl., Cod. 2779; Linz, Landesarchiv, Buchdeckelfunde Sch. 3, II/4e";Dietrichs Flucht
Berlin, Staatsbibl., mgf 1062;Dietrichs Flucht
Heidelberg, Universitätsbibl., Cpg 314;Dietrichs Flucht
Innsbruck, Universitäts- und Landesbibl., Frg. B 3;Dietrichs Flucht
Wien, Österr. Nationalbibl., Cod. Ser. nova 2663;Dietrichs Flucht
Köln, Universitäts- und Stadtbibl., Cod. 5 P 62;Diu Crône (Heinrich von dem Türlin)
Kiel, Universitätsbibl., Cod. ms. KB 48l;Diu Crône (Heinrich von dem Türlin)
Heidelberg, Universitätsbibl., Cpg 374;Diu Crône (Heinrich von dem Türlin)
"Berlin, Staatsbibl., mgf 923 Nr. 9; Schwäbisch Hall, Stadtbibl., ohne Sign.";Diu Crône (Heinrich von dem Türlin)
"Wien, Österr. Nationalbibl., Cod. 2779; Linz, Landesarchiv, Buchdeckelfunde Sch. 3, II/4e";Diu Crône (Heinrich von dem Türlin)
Dresden, Landesbibl., Mscr. M 201;Eckenlied
"Ansbach, Archiv des Evang.-Luth. Dekanats, ohne Sign.; Berlin, Staatsbibl., mgf 745; Berlin, Staatsbibl., mgf 844; Wolfenbüttel, Herzog August Bibl., Cod. A Novi (6); Ohne Ort, ohne Sign. (4)";Eckenlied
Karlsruhe, Landesbibl., Cod. Donaueschingen 74;Eckenlied
Nürnberg, Germanisches Nationalmuseum, Bibliothek, Hs. 42546;Eckenlied
Schlierbach, Stiftsbibl., Cod. 25, Hinterdeckel-Spiegel;Eckenlied
München, Staatsbibl., Cgm 252;Eckenlied
"München, Staatsbibl., Clm 4660; München, Staatsbibl., Clm 4660a";Eckenlied
Wien, Österr. Nationalbibl., Cod. Ser. nova 4001;Edolanz
Seitenstetten, Stiftsbibl., Fragmentenschachtel, ohne Sign. (1);Edolanz
Berlin, Staatsbibl., mgf 464;Elisabeth von Nassau-Saarbrücken: Herpin
Heidelberg, Universitätsbibl., Cpg 152;Elisabeth von Nassau-Saarbrücken: Herpin
Wolfenbüttel, Herzog August Bibl., Cod. 46 Novissimi 2°;Elisabeth von Nassau-Saarbrücken: Herpin
Hamburg, Staats- und Universitätsbibl., Cod. 12 in scrin.;Elisabeth von Nassau-Saarbrücken: Huge Scheppel
Pürglitz / Křivoklát (Tschechien), Schloßbibl., Cod. I a 3;Elisabeth von Nassau-Saarbrücken: Loher und Maller
Köln, Hist. Archiv der Stadt, Best. 7010 (W) 337;Elisabeth von Nassau-Saarbrücken: Loher und Maller
Heidelberg, Universitätsbibl., Heid. Hs. 1012;Elisabeth von Nassau-Saarbrücken: Loher und Maller
Hamburg, Staats- und Universitätsbibl., Cod. 11 in scrin.;Elisabeth von Nassau-Saarbrücken: Loher und Maller
Wien, Österr. Nationalbibl., Cod. 2816;Elisabeth von Nassau-Saarbrücken: Loher und Maller
Hamburg, Staats- und Universitätsbibl., Cod. 12 in scrin.;Elisabeth von Nassau-Saarbrücken: Sibille
Privatbesitz Gräfl. Familie zu Knyphausen, Lütetsburg, ohne Sign.;Elsässisches Trojabuch
Stuttgart, Landesbibl., Cod. HB XIII 10;Elsässisches Trojabuch
Stuttgart, Landesbibl., Cod. poet. et phil. 2° 92;Elsässisches Trojabuch
Berlin, Staatsbibl., mgf 1065;Elsässisches Trojabuch
Stuttgart, Landesbibl., Cod. HB V 86;Elsässisches Trojabuch
Nürnberg, Germanisches Nationalmuseum, Bibliothek, Hs. 973;Elsässisches Trojabuch
München, Staatsbibl., Cgm 579;Elsässisches Trojabuch
München, Staatsbibl., Cgm 570;Elsässisches Trojabuch
Gotha, Forschungsbibl. der Universität Erfurt, Cod. Chart. A 26;Elsässisches Trojabuch
Gießen, Universitätsbibl., Hs. 232;Elsässisches Trojabuch
Berlin, Staatsbibl., mgq 1817;Elsässisches Trojabuch
Berlin, Staatsbibl., mgq 1420;Elsässisches Trojabuch
Berlin, Staatsbibl., mgf 59;Elsässisches Trojabuch
Wien, Österr. Nationalbibl., Cod. 2915;Elsässisches Trojabuch
Berlin, Staatsbibl., mgf 1238;Elsässisches Trojabuch
Wien, Österr. Nationalbibl., Cod. 2861;Eneas (Veldeke)
Heidelberg, Universitätsbibl., Cpg 403;Eneas (Veldeke)
Privatbesitz (?) N. N. (3);Eneas (Veldeke)
Privatbesitz Oscar Schade, Königsberg (1);Eneas (Veldeke)
Berlin, Staatsbibl., mgf 282;Eneas (Veldeke)
Cologny-Genf, Bibl. Bodmeriana, Cod. Bodm. 83;Eneas (Veldeke)
Gotha, Forschungsbibl. der Universität Erfurt, Cod. Chart. A 584;Eneas (Veldeke)
Heidelberg, Universitätsbibl., Cpg 368;Eneas (Veldeke)
Privatbesitz Schweiz (2);Eneas (Veldeke)
Privatbesitz Oscar Schade, Königsberg (2);Eneas (Veldeke)
"Marburg, Staatsarchiv, Best. 147 Hr 1 Nr. 12; Marburg, Staatsarchiv, Best. 147 Hr 1 Nr. 13";Eneas (Veldeke)
München, Staatsbibl., Cgm 57;Eneas (Veldeke)
Wolfenbüttel, Herzog August Bibl., Cod. 404.9 (4) Novi;Eneas (Veldeke)
München, Staatsbibl., Cgm 5199;Eneas (Veldeke)
München, Staatsbibl., Cgm 5249/19;Eneas (Veldeke)
Krakau, Bibl. Jagiellońska, Berol. mgq 1303 Nr. 3;Eneas (Veldeke)
Wolfenbüttel, Herzog August Bibl., zu Cod. 19.26.9 Aug. 4°;Erec (Hartmann von Aue)
Koblenz, Landeshauptarchiv, Best. 701 Nr. 759,14b;Erec (Hartmann von Aue)
Wien, Österr. Nationalbibl., Cod. Ser. nova 2663;Erec (Hartmann von Aue)
St. Pölten, Landesarchiv, Ständisches Archiv, Hs. 821;Erec (Hartmann von Aue)
Berlin, Staatsbibl., mgf 18;Fleck, Konrad: Flore und Blanscheflur
Heidelberg, Universitätsbibl., Cpg 362;Fleck, Konrad: Flore und Blanscheflur
Prag, Nationalbibl., Cod. XXIV.C.6;Fleck, Konrad: Flore und Blanscheflur
Frauenfeld, Archiv der kath. Kirchgemeinde, Cod. III Bg;Fleck, Konrad: Flore und Blanscheflur
Frankfurt a. M., Universitätsbibl., Ms. germ. qu. 7;Friedrich von Schwaben
Heidelberg, Universitätsbibl., Cpg 345;Friedrich von Schwaben
Wolfenbüttel, Herzog August Bibl., Cod. 69.10 Aug. 2°;Friedrich von Schwaben
Wien, Österr. Nationalbibl., Cod. 2984;Friedrich von Schwaben
Karlsruhe, Landesbibl., Cod. Donaueschingen 109;Friedrich von Schwaben
Stuttgart, Landesbibl., Cod. HB XIII 3;Friedrich von Schwaben
München, Staatsbibl., Cgm 5237;Friedrich von Schwaben
Linz, Landesarchiv, Schlüsselberger Archiv, Sammlung Hoheneck, Hs. 96 (früher Cod. 58);Garel (Der Pleier)
"Berlin, Staatsbibl., mgf 923 Nr. 18; Innsbruck, Universitäts- und Landesbibl., Frg. 69A; Stams, Stiftsarchiv, ohne Sign. (4)";Garel (Der Pleier)
Innsbruck, Landesmuseum Ferdinandeum, Cod. FB 32001;Gauriel von Muntabel (Konrad von Stoffeln)
München, Staatsbibl., Cgm 5249/9a;Gauriel von Muntabel (Konrad von Stoffeln)
München, Staatsbibl., Cgm 5249/9b;Gauriel von Muntabel (Konrad von Stoffeln)
Karlsruhe, Landesbibl., Cod. Donaueschingen 86;Gauriel von Muntabel (Konrad von Stoffeln)
Göttweig, Stiftsbibl., Cod. 393 (rot) / 457 (schwarz) (früher M 16);Göttweiger Trojanerkrieg
"Braunschweig, Stadtbibl., Fragm. 36; Göttingen, Staats- und Universitätsbibl., 4° Cod. Ms. philol. 184:VII";Graf Rudolf
Kopenhagen, Königl. Bibl., Fragm. 2536-2546;Gutevrunt, Heinrich: Historia von der vorstorunge troye
Berlin, Staatsbibl., mgf 1389;Gutevrunt, Heinrich: Historia von der vorstorunge troye
Breslau / Wrocław, Universitätsbibl., Cod. R 3174;Hans von Bühel: Die Königstochter von Frankreich
Breslau / Wrocław, Universitätsbibl., Cod. R 3174;Hans von Bühel: Die Königstochter von Frankreich
Berlin, Staatsbibl., mgf 923 Nr. 7a;Hartmann von Aue: Der arme Heinrich
Cologny-Genf, Bibl. Bodmeriana, Cod. Bodm. 72;Hartmann von Aue: Der arme Heinrich
Freiburg i. Br., Universitätsbibl., Hs. 381, Bl. 72r;Hartmann von Aue: Der arme Heinrich
Heidelberg, Universitätsbibl., Cpg 341;Hartmann von Aue: Der arme Heinrich
München, Staatsbibl., Cgm 5249/29a + Cgm 5249/30a;Hartmann von Aue: Der arme Heinrich
München, Staatsbibl., Cgm 5249/29b;Hartmann von Aue: Der arme Heinrich
Straßburg, Stadtbibl., Cod. A 94;Hartmann von Aue: Der arme Heinrich
Berlin, Staatsbibl., Fragm. 275;Hartmann von Aue: Gregorius
Berlin, Staatsbibl., mgq 979;Hartmann von Aue: Gregorius
Cologny-Genf, Bibl. Bodmeriana, Cod. Bodm. 62;Hartmann von Aue: Gregorius
Köln, Hist. Archiv der Stadt, Best. 7020 (W*) 312;Hartmann von Aue: Gregorius
Konstanz, Stadtarchiv, Hs. A I 1;Hartmann von Aue: Gregorius
"Krakau, Bibl. Jagiellońska, Berol. mgq 1532 ; Krakau, Bibl. Jagiellońska, Berol. mgq 1533";Hartmann von Aue: Gregorius
Rom (Vatikanstadt), Bibl. Apostolica Vaticana, Cod. Regin. lat. 1354;Hartmann von Aue: Gregorius
Salzburg, Universitätsbibl., Cod. M I 137;Hartmann von Aue: Gregorius
Straßburg, Stadtbibl., Cod. A 100;Hartmann von Aue: Gregorius
Trier, Stadtbibl., Hs. 1990/17 8°;Hartmann von Aue: Gregorius
Waidhofen an der Thaya, Stadtarchiv, Inv.-Nr. 7/21;Hartmann von Aue: Gregorius
Wien, Österr. Nationalbibl., Cod. 2881;Hartmann von Aue: Gregorius
Privatbesitz, Sigurd Freiherr von Ow-Wachendorf, Starzach (bei Rottenburg am Neckar);Hartmann von Aue: Gregorius
Florenz, Nationalbibl., Cod. B.R. 226;Heinrich von Freiberg: Tristan
"Tomsk, Wiss. Bibl. der Staatl. Universität, B-4146; Hamburg, Staats- und Universitätsbibl., Cod. germ. 15, Fragm. 3a; Wolfenbüttel, Herzog August Bibl., Cod. 404.9 (3) Novi";Heinrich von Freiberg: Tristan
Modena, Bibl. Estense, Ms. Est. 57;Heinrich von Freiberg: Tristan
"Linz, Landesarchiv, Pa I/3b; St. Pölten, Stadtarchiv, ohne Sign.";Heinrich von Freiberg: Tristan
Köln, Hist. Archiv der Stadt, Best. 7020 (W*) 87;Heinrich von Freiberg: Tristan
Gotha, Forschungsbibl. der Universität Erfurt, Cod. Chart. A 689;Heinrich von Neustadt: Apollonius von Tyrland
Straßburg, National- und Universitätsbibl., ms. 2334 (früher L germ. 359.2°);Heinrich von Neustadt: Apollonius von Tyrland
Wien, Österr. Nationalbibl., Cod. 2879;Heinrich von Neustadt: Apollonius von Tyrland
Wien, Österr. Nationalbibl., Cod. 2886;Heinrich von Neustadt: Apollonius von Tyrland
Amorbach, Fürstl. Leiningensches Archiv, ohne Sign. (4);Heinrich von Neustadt: Apollonius von Tyrland
Berlin, Staatsbibl., mgf 902;Herbort von Fritzlar: Liet von Troye
Heidelberg, Universitätsbibl., Cpg 368;Herbort von Fritzlar: Liet von Troye
Krumau / Český Krumlov, Zweigstelle des Staatl. Regionalarchivs Trebon / Wittingau, ohne Sign. (2);Herbort von Fritzlar: Liet von Troye
Skokloster (Schweden), Schloßbibl., Cod. PB munk 4;Herbort von Fritzlar: Liet von Troye
Berlin, Staatsbibl., mgf 464 ;Herpin
Heidelberg, Universitätsbibl., Cpg 152 ;Herpin
Wolfenbüttel, Herzog August Bibl., Cod. 46 Novissime 2° ;Herpin
"Berlin, Staatsbibl., mgo 225; Prag, Nationalbibl., Cod. XXIV.C.19; Prag, Nationalbibl., Cod. XXIV.C.37";Herzog Ernst A
Breslau / Wrocław, Universitätsbibl., Cod. IV O 11d;Herzog Ernst A
Krakau, Bibl. Jagiellońska, Berol. mgq 1303 Nr. 5;Herzog Ernst A
Wien, Österr. Nationalbibl., Cod. 3028;Herzog Ernst B
Nürnberg, Germanisches Nationalmuseum, Bibliothek, Hs. 998 (olim Hs. 998 + 5383 + 2285);Herzog Ernst B
Wels (OÖ), Stadtarchiv, Akten, Sch. Nr. 1227;Herzog Ernst B
Gotha, Forschungsbibl. der Universität Erfurt, Cod. Chart. B 48;Herzog Ernst D
Gotha, Forschungsbibl. der Universität Erfurt, Cod. Memb. II 226a;Herzog Ernst D
London, British Libr., MS Add. 22622;Herzog Ernst F
München, Staatsbibl., Cgm 224;Herzog Ernst F
München, Staatsbibl., Cgm 572;Herzog Ernst F
Dresden, Landesbibl., Mscr. M 201;Herzog Ernst G
München, Staatsbibl., Cgm 5251/1;Herzog Ernst G
Budapest, Nationalbibl., Cod. Germ. 70;Herzog Ernst G
Dresden, Landesbibl., Mscr. M 180;Herzog Ernst G
Klagenfurt, Landesarchiv, Cod. GV 5/23-5;Herzog Ernst Kl
Kassel, Universitätsbibl. / LMB, 2° Ms. theol. 54;Hildebrandslied
Köln, Hist. Archiv, Best. 7020 (W*) 40 ;Historie van Sent Reynolt
Hamburg, Staats- und Universitätsbibl., Cod. 12 in scrin. ;Huge Scheppel
Stockholm, Reichsarchiv, Bestand Livonica I, in Akte 43;Hürnen Seyfrid
Berlin, Staatsbibl., mgf 1062;Iwein (Hartmann von Aue)
Berlin, Staatsbibl., Hdschr. 402;Iwein (Hartmann von Aue)
Budapest, Bibl. der Ungar. Akademie der Wissenschaften, Fragm. K. 549;Iwein (Hartmann von Aue)
Nürnberg, Germanisches Nationalmuseum, Bibliothek, Hs. 34017;Iwein (Hartmann von Aue)
Dresden, Landesbibl., Mscr. M 175;Iwein (Hartmann von Aue)
Dresden, Landesbibl., Mscr. M 65;Iwein (Hartmann von Aue)
Wien, Österr. Nationalbibl., Cod. Ser. nova 2693;Iwein (Hartmann von Aue)
Wien, Österr. Nationalbibl., Cod. Ser. nova 2663;Iwein (Hartmann von Aue)
Wien, Österr. Nationalbibl., Cod. Ser. nova 316;Iwein (Hartmann von Aue)
"Wien, Österr. Nationalbibl., Cod. 2779; Linz, Landesarchiv, Buchdeckelfunde Sch. 3, II/4e";Iwein (Hartmann von Aue)
Sigmaringen, Fürstl. Hohenzollernsche Hofbibl., Cod. 452;Iwein (Hartmann von Aue)
St. Paul im Lavanttal, Stiftsbibl., Cod. 7/8;Iwein (Hartmann von Aue)
Rostock, Universitätsbibl., Mss. philol. 81;Iwein (Hartmann von Aue)
Paris, Bibl. Nationale, Ms. allem. 115;Iwein (Hartmann von Aue)
Paderborn, Archiv der Deutschen Franziskanerprovinz, 6050, V / 7 k, Nr. 3;Iwein (Hartmann von Aue)
Nelahozeves, Lobkowitzsche Bibl., Cod. VI Fc 26;Iwein (Hartmann von Aue)
München, Staatsbibl., Cgm 191;Iwein (Hartmann von Aue)
Privatbesitz Antiquariat Reiss & Sohn, Königstein im Taunus, Nr. 2014/168,671;Iwein (Hartmann von Aue)
"Prag, Nationalbibl., Cod. XXIV.C.4; Prag, Nationalbibl., Cod. XXIV.C.16";Iwein (Hartmann von Aue)
London, British Libr., MS Add. 19554;Iwein (Hartmann von Aue)
München, Archiv des Erzbistums München und Freising, ohne Sign.;Iwein (Hartmann von Aue)
Florenz, Nationalbibl., Cod. B.R. 226;Iwein (Hartmann von Aue)
Gießen, Universitätsbibl., Hs. 97;Iwein (Hartmann von Aue)
Heidelberg, Universitätsbibl., Cpg 316;Iwein (Hartmann von Aue)
Edingen / Enghien (Belgien), Arenberg-Archiv, ohne Sign.;Iwein (Hartmann von Aue)
Heidelberg, Universitätsbibl., Cpg 397;Iwein (Hartmann von Aue)
Heidelberg, Universitätsbibl., Cpg 391;Iwein (Hartmann von Aue)
"Klagenfurt, Universitätsbibl., Perg.-Hs. 63; Schlägl, Stiftsbibl., ohne Sign.";Iwein (Hartmann von Aue)
Köln, Hist. Archiv der Stadt, Best. 7020 (W*) 6;Iwein (Hartmann von Aue)
Kremsmünster, Stiftsbibl., Fragm. VI/275;Iwein (Hartmann von Aue)
Lindau, Ehemals Reichsstädtische Bibliothek, Cod. P II 61;Iwein (Hartmann von Aue)
Linz, Landesbibl., Hs. 599;Iwein (Hartmann von Aue)
Kassel, Universitätsbibl. / LMB, 2° Ms. philol. 28[3;Iwein (Hartmann von Aue)
Berlin, Staatsbibl., mgq 1476;Johann aus dem Virgiere
München, Staatsbibl., Cgm 192;Johann von Würzburg: Wilhelm von Österreich
Privatbesitz Philipp Fürst zu Stolberg-Wernigerode, Hirzenhain, Cod. Zb 17;Johann von Würzburg: Wilhelm von Österreich
Wolfenbüttel, Herzog August Bibl., Cod. 81.23 Aug. 2°;Johann von Würzburg: Wilhelm von Österreich
Wien, Österr. Nationalbibl., Cod. 2860*;Johann von Würzburg: Wilhelm von Österreich
Stuttgart, Landesbibl., Cod. HB XIII 4;Johann von Würzburg: Wilhelm von Österreich
Prag, Seminar für Historische Hilfswissenschaften an der Karls-Universität, ohne Sign. (2);Johann von Würzburg: Wilhelm von Österreich
München, Staatsbibl., Cgm 5249/49a;Johann von Würzburg: Wilhelm von Österreich
Karlsruhe, Landesbibl., Cod. Lichtenthal 145;Johann von Würzburg: Wilhelm von Österreich
"Berlin, Staatsbibl., mgf 856; Darmstadt, Universitäts- und Landesbibl., Hs. 4257; Darmstadt, Universitäts- und Landesbibl., Hs. 4314";Johann von Würzburg: Wilhelm von Österreich
Gotha, Forschungsbibl. der Universität Erfurt, Cod. Memb. II 39;Johann von Würzburg: Wilhelm von Österreich
Gießen, Universitätsbibl., Hs. 101a;Johann von Würzburg: Wilhelm von Österreich
